,datetime,city,state,country,shape,duration_s,hours,comments,date_p,latitude,longitude
40183,4/12/2004 21:30,citrusdal (south africa),,za,triangle,240,4 minutes,HBCCUFO CANADIAN REPORT:  A triangle shaped craft.,4/27/2004,-32.589127000000005,19.011833
40188,4/12/2005 13:00,ricmond,ca,us,oval,5,5 seconds,Oval or blimp like object moving faster and disappering&#44 next to Jet aircrafts going in and out of SFO,6/20/2005,37.935758,-122.347749
40197,4/12/2005 23:35,malaga (spain),,es,light,180,3 minutes,I was outside at 23.35 pm looking at the sky as I would normally do as I live in Spain,4/16/2005,36.721261,-4.421266
40198,4/12/2006 13:51,golden/ boulder (between;  2 mi. s. of rocky flats),co,us,formation,300,5 mins,Several reflective flying objects&#44 making strange formations w/liquid like motion in broad daylight near Rocky Flats (Have Photos).,5/15/2006,40.00549,-105.25626000000001
40200,4/12/2006 22:15,arlington/dallas,tx,us,triangle,30,30 seconds,3 faded and/or dull lights (e.g. almost a cloaked effect) in the form of a triangle - moving at extremely high speeds from west-southwe,5/15/2006,32.735687,-97.10806600000001
40204,4/12/2007 03:24,amman/wadi ram (desert) (jordan),,jo,unknown,0,,accident happend at arabian country &#44called jordan   ((NUFORC Note:  We cannot confirm that the report was submitted from Jordan.  PD)),4/27/2007,31.956578000000004,35.945695
40225,4/12/2008 21:30,pismo,ca,us,light,120,2 minutes,Bright orange &#39star&#39 seen for 2 minutes by multiple witnesses.  ((NUFORC Note:  Possible Iridium satellite??  PD)),4/17/2008,37.422927,-122.08725600000001
40239,4/12/2009 19:00,beijing (china),,cn,teardrop,1384,23 minutes 4 seconds,I saw three&#44 tear drop shaped crafts during the evening last night. It was all so real. One of them appeared to have crashed to Earth.,4/14/2009,39.90403,116.407526
40246,4/12/2010 24:00,alberta (canada),ab,ca,,0,,I simply wanted to share a video I posted at yahoo video and will wait to see what you think. This is just a tiny fraction of what I ha,4/13/2010,53.933271,-116.576503
40249,4/12/2011 14:30,montgomery/oswego,il,us,cylinder,4,4 sec,Huge object hovers then disappears?,5/2/2011,41.68541,-88.109612
40250,4/12/2011 18:00,royce city,tx,us,disk,0,unsure,Did not notice until picture downloaded  Will send pic when contacted by email,5/2/2011,32.975120000000004,-96.332482
40271,4/12/2012 21:15,james island,sc,us,triangle,600,10 minutes,UFO sighting on James Island SC,5/13/2012,32.753471999999995,-79.952845
40279,4/12/2013 05:02,maldives (meeru island resort),,,cone,0,shutter speed: 1/800,Unexpected encounter with UFO whilst holidaying in the Indian Ocean.,3/21/2014,1.9772470000000002,73.536103
40291,4/12/2014 00:00,keonjhar (india),oh,us,other,300,5 minutes,White lights forming triangular shape.,4/18/2014,40.417287,-82.907123
40294,4/12/2014 07:00,jackhorn,ky,us,,20,20 seconds,Bright oblong object appears to be pursued by jet.,4/18/2014,37.212056,-82.705208
40296,4/12/2014 15:00,conkling marina,id,,unknown,2,seconds,UFO photobombs above Couer d&#39Alene Lake in Idaho.  ((NUFORC Note:  We see nothing of interest&#44 yet&#44 in the photos.  PD)),4/18/2014,0.0,0.0
40327,4/13/1995 23:07,brooklyn,ar,,,5,5 sec.,Witness repts. huge&#44 brilliantly bright triangle passes overhead.  Lit up area&#44 hovered&#44 turned&#44 streaked off.,11/2/1999,0.0,0.0
40329,4/13/1995 23:08,brooklyn,ar,,,2,2 sec.,Memphis FAA 2nd rept. Two men witness huge&#44 blindingly bright obj. streak overhead. Splits into 2  w/smoke tails.,11/2/1999,0.0,0.0
40330,4/13/1996 23:17,fort myers,fl,,,4,4 sec.,2 males see orange ball of light streak from SE to N.  &quot;100x faster than Blue Angels.&quot; Covered 45 deg. of sky in 4 sec.; 2x size Venus.,11/2/1999,0.0,0.0
40345,4/13/2001 04:00,mykonos (greece),,gr,unknown,12,8 - 12 seconds,Fast moving and violently zig-zagging orange light over the Greek Island of Mykonos,4/28/2001,37.446719,25.328862
40353,4/13/2002 09:30,atenas (costa rica),,gr,other,5,5 sec.,on the morning of April 13&#44 2002 I was working taking photos of a construction project for my client. I did not notice this object unti,4/25/2002,37.983917,23.72936
40361,4/13/2002 23:00,wellington (new zealand),,,unknown,5,<5 secs,Brief unusual star-like flare,5/14/2002,0.0,0.0
40362,4/13/2003 16:16,gresham/ wood village,or,us,changing,600,8 - 10 min,Multi-colored orb sighting report&#44 low&#44 slow-moving,11/8/2003,45.529841,-122.42720800000001
40376,4/13/2004 21:00,meshkin shahr (and several cities) (iran),,ir,,0,several nights in sequenc,UFO over the Cities of IRAN. Thousands of people saw flying lights and objects For several days and several times in the sky of man,4/27/2004,38.398889000000004,47.681944
40390,4/13/2006 18:10,madrid (spain),,,other,0,unknown,unknown shape in a photo,5/15/2006,0.0,0.0
40395,4/13/2007 00:30,al-gonfatha (saudi arabia),,,flash,30,30 sec,1 multi-colored ufo and the others are not after mednight  ((NUFORC Note:  Anonymous report.  May not be valid.  PD)),4/27/2007,0.0,0.0
40401,4/13/2007 21:00,napili bay (maui),hi,us,rectangle,5,3-5 seconds,A couple vacationing in Napili&#44 Maui noticed a bright rectangular blue green obj. with a orange colored tail streaking across the sky.,4/27/2007,20.996403,-156.66788400000002
40405,4/13/2008 15:00,salt lake,ut,us,light,900,15 minutes,Bright stationary/slow moving star in daylight,6/12/2008,40.760779,-111.891047
40406,4/13/2008 19:25,delhi (india),in,in,other,60,1minutre,it was square or roundish with red lights on four sides.it dint make any noise and was fast.it also disappeared quickly  500 Lights On,6/12/2008,28.635308000000002,77.22496
40407,4/13/2008 19:30,roswell,nv,us,oval,0,ufo,THE CRAFT WAS BLUE&#33&#33&#33&#33&#33,6/12/2008,36.098479,-115.07833899999999
40408,4/13/2008 21:27,fair oak&#44 hampshire (uk/england),,gb,disk,900,15m (estimated),Triangle formation observed at Fair Oak&#44 Hampshire&#44 England,4/17/2008,50.965896,-1.298133
40419,4/13/2010 08:00,mont laurier (canada),qc,ca,cigar,2400,40 minutes,Cigar shaped,4/18/2012,46.552698,-75.497362
40420,4/13/2010 08:00,mont laurier (canada),qc,ca,cigar,38,38 seconds,Cigar shape object&#44 is it a drone?,3/13/2012,46.552698,-75.497362
40423,4/13/2010 16:15,pt. pleasant/southside (between),wv,us,other,120,2 mins,I saw a military cargo plane at tree-top level sitting in the air making no noise.,5/12/2010,38.716668,-81.963263
40432,4/13/2011 03:15,smryna,tn,us,disk,600,10 minutes,Two Ufo&#39s seen leaving the parking lot and then one hoovering over houses.,5/2/2011,35.982841,-86.51860400000001
40442,4/13/2012 20:00,vista point,ca,us,fireball,2,few seconds,5 red lights over the ocean,5/13/2012,37.832628,-122.480272
40457,4/13/2013 21:05,kirton/boston (lincolnshire&#44 uk/england),,gb,light,90,60-90 seconds,Multiple &#39Balls of Light&#39 in Skies Above Lincolnshire&#44 GB,5/15/2013,52.955637,-0.113399
40489,4/14/1979 22:47,cheshire (uk/england,,gb,sphere,180,3 minutes,It shone a little brighter than the other stars&#44 which is what caught my attention.,4/18/2012,53.232634,-2.610316
40491,4/14/1981 17:00,mohave desert,ca,us,other,30,one hour,It was on the day of the first landing of the space shuttle Columbia that I saw eight objects in the western sky,9/9/2004,35.93181,-116.22785800000001
40494,4/14/1991 07:15,panchgani (india),,in,other,600,10 mins,shooting star like ufo,12/3/2004,17.92395,73.803675
40496,4/14/1994 08:30,summit valley,ca,,disk,300,5 minutes,lime green disk shaped and tranparent with no lights or any other noticeable markings,2/14/2006,0.0,0.0
40500,4/14/1996 02:00,polk county,wi,,,0,,Sheriff&#39s Dept. repts. call from citizen of large&#44 bizarre obj. passing overhead below clouds.  Bright amber lights.,11/2/1999,0.0,0.0
40519,4/14/1999 20:25,milford/milton (between; heading parallel to rout..),de,us,circle,3,2 to 3 seconds,As I was driving&#44 I think I saw what appeared to be a fireball or bolide meteor with a long tail. I previously thought it landed close,4/26/1999,39.084645,-75.457497
40521,4/14/1999 22:00,maharepa&#44 moorea (french polynesia),,fr,formation,15,15 seconds,Witnessed an object traveling in a straight line emitting sparks from the front section trailing towards its rear&#44 like throwing a spar,7/5/1999,-17.483141,-149.797776
40522,4/14/1999 22:20,pomona/laverne,ca,us,sphere,480,8 minutes,Bright orange light hovering in southwestern sky&#44 moved northeast&#44 then hovered again and proceeded to release several smaller light sp,4/26/1999,34.086275,-117.751044
40523,4/14/1999 22:30,washington&#44 d.c.,dc,us,fireball,15,15 seconds,Intensely fast green glowing fireball crossed the sky from nw to se over the Washington DC beltway and went below the viewable horizon.,9/6/2002,38.907231,-77.036464
40524,4/14/1999 23:45,marathon key,fl,us,triangle,5,4-5 seconds,The object flew directly overhead&#44 from south to north. The lights were white&#44 in a vee pattern with one in front and two on each side.,5/24/1999,30.260227,-81.392207
40534,4/14/2001 21:45,brick,nj,us,triangle,20,0:20,Afterwards I could not taste for a week.,10/12/2001,40.057838000000004,-74.137183
40540,4/14/2002 20:40,tweeds head (australia),,gb,,0,,I have already sent this report in but I for got to say if you want to you can e-mail me at firebird_51@iprimus.com.au.  NUFORC Home Pa,6/18/2003,55.75,-1.9666669999999997
40541,4/14/2002 20:59,ville de la baie (canada),pq,ca,formation,30,10-30 seconds,Kite shaped ufo moving softly and without a noise in the night sky over Saguenay,4/25/2002,47.235556,-61.872222
40542,4/14/2002 22:22,invercargill (new zealand),,nz,unknown,12,9-12 sec.,object seems to disintergrate as if re-entering the aptmostphere,5/14/2002,-46.413187,168.353773
40547,4/14/2004 03:00,barnegat,ne,us,,300,5 minutes,Low Hum &#44Dead Grass,5/4/2004,39.764922,-74.26933000000001
40548,4/14/2004 19:30,moncton and surrounding area (canada),nb,ca,triangle,300,over one hour,Inteligent behaviour(escaping) phenomenal speeds multiple reports,7/25/2004,46.087817,-64.778231
40549,4/14/2004 20:30,dana poinr,ca,us,triangle,5,5 sec.,I saw a triangular shaped object glide through the sky&#44 stall for a split second and then shoot off at a high rate of speed.,4/27/2004,33.466972,-117.69810700000001
40550,4/14/2004 20:30,west plains,mo,us,triangle,600,10 minutes,MISSOURI INVESTIGATORS GROUP Report:  Three differant lights in the sky&#8230;,5/4/2004,33.183126,-102.82689
40559,4/14/2005 16:30,sunbury (inflight; location unknown,pa,us,egg,10,10 seconds,Egg shaped object sighted from civilain commuter flight,4/16/2005,41.203322,-77.194525
40571,4/14/2006 00:18,howell,nj,us,disk,600,5-10 min,My husband and I both witnessed a low flying aircraft which seemed to hover in one spot with bright flashing lights.,5/15/2006,40.164578999999996,-74.208267
40592,4/14/2007 23:07,duiven (netherlands),,nl,oval,2,few seconds,fast flying object,4/27/2007,51.947458000000005,6.01795
40609,4/14/2008 23:00,tel aviv israel),,il,rectangle,4,4 seconds,rotating rectangle with lights,6/12/2008,32.0853,34.781768
40613,4/14/2010 04:30,limerick/clare border (ireland),,,oval,4,4 seconds,Green oval shape light in the clouds over Shannon&#44 Ireland,5/12/2010,0.0,0.0
40618,4/14/2010 20:00,paparoa (new zealand),,nz,light,14400,4 hours,two star light objects moving very fast&#44 in abnormal directions&#44 moves in vectors  ((NUFORC Note:  Possible star??  PD)),4/13/2010,-36.098304999999996,174.239651
40634,4/14/2010 22:12,iowa (unspecified location),ia,us,unknown,30,30 seconds,Bright green light faded then turned to orange before disappearing.  ((NUFORC Note:  Location of witness not specified.  PD)),5/12/2010,41.662459999999996,-92.06652
40648,4/14/2011 21:00,egg harbor township,nj,us,triangle,60,1:00,Large triangle with lights&#44 making a low humming noise floated very slowly about 150 feet above the ground.,5/2/2011,39.391110999999995,-74.593889
40659,4/14/2011 21:39,federal way/redondo,wa,us,triangle,120,2 minutes,white lights that resemble the arizona sightings.,5/2/2011,47.348,-122.322
40668,4/14/2012 19:30,bongaigaon (assam) (india),,in,circle,60,around 1 minute,Circular&#44silently moving object&#44 radiating golden yellow light in dark evening sky.,6/8/2012,26.4667,90.5667
40669,4/14/2012 19:30,hailemaile,hi,us,cone,0,w-e,Cone Shaped Multi Colored Object Spotted Off North Shore Maui.,4/18/2012,20.871111,-156.343889
40677,4/14/2013 00:00,harrison twp.,mi,us,sphere,300,5 minutes,5 lights circuling one light then stopping and convirging into the middle light. 5 lights coming out from the middle light.,5/15/2013,42.583595,-82.82934200000001
40696,4/14/2014 19:00,ashe fork,nv,us,light,2,seconds,Four lights appeared for a few seconds and then suddenly disappeared in sequence near Ashe Fork&#44 NV on April 14&#44 2014.,4/18/2014,36.013332,-115.12414799999999
40705,4/14/2014 22:00,sligo (republic of ireland),,,circle,180,3 minutes,Ball of light travelled east to west in 3 minutes.,4/18/2014,0.0,0.0
40711,4/15/1944 17:00,saanich (canada),bc,ca,disk,120,2  min est.,THREE DISCS.IN TRIANGULAR FORMATION TRAVELING SW. AT APROX. 30 DEG.HORIZON FASTER THAN PROP.AIRCRAFT.THE DAY WAS CLEAR AND THE TIME WAS,8/1/2003,48.459263,-123.376722
40713,4/15/1947 23:00,san deigo,ca,us,triangle,10,10 &#44seconds,The craft was V shaped with an arodinamic  body the thrust was in the form of the spectrum.,7/25/2004,32.715738,-117.161084
40714,4/15/1950 08:00,arkansas (eastern; on us hwy 70 abt 75 m w/o memphis&#44 tn),ar,us,disk,180,1-3 minutes,Disk shaped unmoving over highway for 1-3 minutes in eastern Arkansas&#44 est. size about 200 feet.,12/16/2005,35.20105,-91.83183299999999
40715,4/15/1950 14:00,waynesborough,va,us,disk,300,5 minutes,Fishburne Military School:  9 students witness saucer-shaped object from ROTC Drill Field in 1950.,11/19/2012,38.068469,-78.88946800000001
40716,4/15/1951 00:30,irving,ks,,disk,600,5 to 10 minutes,We saw a silver disk hovering in a blue sky during daylight.,8/5/2001,0.0,0.0
40723,4/15/1962 21:00,huntingdon,ga,,,600,10 min,A glowing green object the size of a peanut watched and followed me back and forth on the outside of a window and it left without makin,2/8/2011,0.0,0.0
40724,4/15/1963 19:30,lompoc/vandenberg afb,ca,us,disk,300,5 min,FLYING DISC OBSERVED OVER MOUNTAIN DURING LAUNCH OF SCOUT MISSILE,1/28/1999,36.760692999999996,-121.765735
40731,4/15/1966 23:00,francis e warren afb,wy,us,,0,,UFO sightings &#44 1966&#44 Francis E Warren AFB&#44 Wyoming,6/18/2004,41.133055999999996,-104.86694399999999
40733,4/15/1967 22:00,gormanstown (ireland),,ie,other,0,nightly for a month,Point of light travelling across the sky in an erratic pattern,3/4/2008,53.63779,-6.242594
40738,4/15/1969 21:30,at sea (between panama &amp; hawaii),hi,,light,300,5 minutes,High speed track with gunfire control radar at sea.,4/12/2013,0.0,0.0
40739,4/15/1970 03:00,interstate 40,az,us,light,300,5 minutes,circular light followed my car..appeared within seconds beside my car (passenger side)&#44 then re-appeared in rearview mirror.,9/2/2005,35.21653,-114.03876399999999
40740,4/15/1970 20:00,st. albert&#44 and wabasca (canada),ab,,unknown,1230,30secs-20min,Many sightings over the years.,9/2/2005,0.0,0.0
40753,4/15/1975 00:00,florida (central),fl,us,sphere,300,<5 mins,Huge globe which changed colors&#44 and moved incredibly quickly&#44 but silently.,10/27/2004,27.664827000000002,-81.515754
40754,4/15/1975 01:30,highway location,fl,us,light,0,,Large bright ship with four smaller ships put on an arial show for me and others on Florida highway.,9/4/2003,27.664827000000002,-81.515754
40764,4/15/1977 23:00,clearence center,ny,us,oval,300,3-5 min,close encounter in ny,4/25/2002,43.010614000000004,-78.637528
40768,4/15/1978 21:00,olongapo,,,sphere,1800,20-30 min.,Gigantic sphere covered with triangula patterns of various and continously changing colored light&#44 totally silent propulsion sys.,9/2/2005,0.0,0.0
40773,4/15/1979 22:50,north brunswick (over),nj,us,circle,3600,1 hour,HUGE circular object which hovered over the North Brunswick&#44 NJ intersection of Route 1 and Route 130 in the late 1970&#39s or early 1980,4/28/2001,40.452515999999996,-74.476671
40779,4/15/1983 21:00,matsqui (canada),bc,ca,cigar,1200,10-20 mins,Matsqui BC&#44 April 1983(best guess)21:00hrs moving east to west along Fraser River and passing Mission,4/27/2004,49.106382,-122.29296000000001
40795,4/15/1988 19:00,yuma/tacna,az,us,other,1800,15-30min.,roundes craft with lights around the outer rim.  No sound came from it&#44 it stood in the sky before us revolving slowly.  We felt we wer,7/5/1999,32.697547,-113.953543
40797,4/15/1990 00:00,cabo rojo (puerto rico),,,light,10,10 seconds,3 lights seen in a triangular shape&#44 Cabo Rojo&#44 Puerto Rico,7/5/2008,0.0,0.0
40801,4/15/1991 00:00,scott a.f.b.,il,us,triangle,240,4 min,Observed 1 object moving app. 200 kts.&#44 traveling east to west&#44 altitude app. 3000 ft.,1/28/1999,38.542699,-89.855182
40804,4/15/1991 22:00,malad/downy,id,us,circle,10,10 seconds,UFO SPOTTED IN SOUTHEASTERN IDAHO IN RECENT YEARS,1/11/2002,42.393011,-112.17951299999999
